"V1" "V2" "V3"
"1" -0.667092204093933 13.6254653930664 19.6448497772217
"2" 3.45761823654175 23.8499240875244 -24.4510917663574
"3" -18.4493751525879 7.83175468444824 15.8219299316406
"4" -6.35152864456177 11.7484912872314 10.0647497177124
"5" -6.29053640365601 12.3532562255859 19.7133769989014
"6" 0.107120089232922 10.9495677947998 12.4586915969849
"7" -12.0463752746582 9.38101577758789 19.5641708374023
"8" 3.35650038719177 9.63799667358398 12.4886426925659
"9" -12.1961536407471 8.20551681518555 19.9005355834961
"10" 5.18233013153076 12.8973693847656 19.738187789917
"11" 16.7063884735107 11.2271556854248 7.5619010925293
"12" -28.7452602386475 10.0299491882324 5.9552206993103
"13" 3.15082359313965 10.9805278778076 4.86919832229614
"14" -3.40884780883789 8.16230583190918 23.6148719787598
"15" -16.2496547698975 11.5660963058472 9.3037748336792
"16" 20.108814239502 10.7920522689819 7.10618877410889
"17" 5.77361822128296 12.755199432373 14.4126758575439
"18" -3.18513536453247 7.74138164520264 7.28482961654663
"19" -2.42188930511475 5.90377521514893 24.6171875
"20" 18.1385898590088 7.21931314468384 15.9567527770996
"21" 5.04439735412598 11.6195125579834 10.5720653533936
"22" -19.457555770874 8.43543720245361 11.161322593689
"23" 3.44027924537659 7.87634944915771 12.3810958862305
"24" -1.70521593093872 5.29146385192871 6.04835224151611
"25" -3.92564010620117 6.01917362213135 6.74892663955688
"26" 1.88031125068665 12.9273328781128 0.721647083759308
"27" 0.14245517551899 13.8279657363892 27.1029033660889
"28" 20.3871479034424 8.45004653930664 13.4398250579834
"29" -3.28556752204895 11.4916934967041 -13.9140014648438
"30" -2.88655495643616 6.76836013793945 35.377986907959
"31" -3.68853044509888 8.83876037597656 20.3660621643066
"32" -5.74281692504883 12.0080127716064 9.70221042633057
"33" -1.63630056381226 9.62038230895996 38.1742668151855
"34" 15.311595916748 11.6919097900391 9.69513130187988
"35" -0.525417685508728 14.1814632415771 -21.5853576660156
"36" 17.9015293121338 8.2012882232666 15.4656467437744
"37" 18.6783409118652 7.90443181991577 14.3805599212646
"38" 13.0701599121094 9.32701873779297 19.1085910797119
